"TAXONIDCH","ACCEPTEDNAME","USAGEKEY","ACCEPTEDUSAGEKEY","SCIENTIFICNAME","RANK","SOURCE"
"","Primula acaulis subsp. rubra (Sm.) Greuter & Burdet","10956545","","","","INFOFLORA"
"","Primula albenensis Banfi & Ferl.","5641184","","","","INFOFLORA"
"","Primula auricula L.","7974503","","","","INFOFLORA"
"","Primula daonensis (Leyb.) Leyb.","5641425","","","","INFOFLORA"
"","Primula elatior (L.) L.","5414326","","","","INFOFLORA"
"","Primula elatior subsp. intricata (Gren. & Godr.) Widmer","8199120","","","","INFOFLORA"
"","Primula farinosa L.","7931979","","","","INFOFLORA"
"","Primula glaucescens Moretti","5640340","","","","INFOFLORA"
"","Primula glutinosa Wulfen","5640317","","","","INFOFLORA"
"","Primula halleri J.F.Gmel.","8312760","","","","INFOFLORA"
"","Primula hirsuta All.","8297072","","","","INFOFLORA"
"","Primula integrifolia L.","7631456","","","","INFOFLORA"
"","Primula latifolia Lapeyr.","7848152","","","","INFOFLORA"
"","Primula minima L.","5640455","","","","INFOFLORA"
"","Primula pedemontana Gaudin","8095416","","","","INFOFLORA"
"","Primula veris L.","8377689","","","","INFOFLORA"
"","Primula veris subsp. columnae (Ten.) Maire & Petitm.","8252379","","","","INFOFLORA"
"","Primula villosa Wulfen","8307094","","","","INFOFLORA"
"","Primula vulgaris Huds.","5414335","","","","INFOFLORA"
"","Primula xinningensis Wei Zhang bis & J.W.Shao","11723244","","","","INFOFLORA"
"","Pritzelago alpina (L.) Kuntze","3050824","","","","INFOFLORA"
"","Pritzelago alpina subsp. austroalpina (Trpin) Greuter & Burdet","3050832","","","","INFOFLORA"
"","Pritzelago alpina subsp. brevicaulis (Spreng.) Greuter & Burdet","3050842","","","","INFOFLORA"
"","Prunella grandiflora (L.) Scholler","7420038","","","","INFOFLORA"
"","Prunella laciniata (L.) L.","5341296","","","","INFOFLORA"
"","Prunella vulgaris L.","5341297","","","","INFOFLORA"
"","Prunus armeniaca L.","7818643","","","","INFOFLORA"
"","Prunus avium (L.) L.","3020791","","","","INFOFLORA"
"","Prunus cerasifera Ehrh.","3021730","","","","INFOFLORA"
"","Prunus cerasus L.","3021922","","","","INFOFLORA"
"","Prunus domestica L.","7931731","","","","INFOFLORA"
"","Prunus domestica subsp. insititia (L.) Bonnier & Layens","7409013","","","","INFOFLORA"
"","Prunus laurocerasus L.","3021496","","","","INFOFLORA"
"","Prunus lusitanica L.","3020871","","","","INFOFLORA"
"","Prunus mahaleb L.","3022789","","","","INFOFLORA"
"","Prunus padus L.","3021037","","","","INFOFLORA"
"","Prunus padus subsp. petraea (Tausch) Domin","8241186","","","","INFOFLORA"
"","Prunus persica (L.) Batsch","3022511","","","","INFOFLORA"
"","Prunus serotina Ehrh.","3021850","","","","INFOFLORA"
"","Prunus spinosa L.","3023221","","","","INFOFLORA"
"","Prunus ×subhirtella Miq.","3021229","","","","INFOFLORA"
"","Pseudathyrium alpestre (Hoppe) Newman","4017779","","","","INFOFLORA"
"","Pseudolysimachion spicatum (L.) Opiz","6438521","","","","INFOFLORA"
"","Pseudosasa japonica (Siebold & Zucc. ex Steud.) Makino","2706209","","","","INFOFLORA"
"","Pseudostellaria europaea Schaeftl.","3815654","","","","INFOFLORA"
"","Pseudotsuga menziesii (Mirb.) Franco","2685796","","","","INFOFLORA"
"","Psilathera ovata (Hoppe) Deyl","4150187","","","","INFOFLORA"
"","Pteridium aquilinum (L.) Kuhn","5275012","","","","INFOFLORA"
"","Pteris cretica L.","5275404","","","","INFOFLORA"
"","Pteris vittata L.","5275398","","","","INFOFLORA"
"","Pterocarya fraxinifolia (Poir.) Spach","8288647","","","","INFOFLORA"
"","Ptychotis saxifraga (L.) Loret & Barrandon","7518079","","","","INFOFLORA"
"","Puccinellia distans (Jacq.) Parl.","2704688","","","","INFOFLORA"
"","Pueraria lobata (Willd.) Ohwi","2977654","","","","INFOFLORA"
"","Pulicaria dysenterica (L.) Bernh.","3095609","","","","INFOFLORA"
"","Pulicaria vulgaris Gaertn.","6443643","","","","INFOFLORA"
"","Pulmonaria australis (Murr) W.Sauer","5660562","","","","INFOFLORA"
"","Pulmonaria collina W.Sauer","5660551","","","","INFOFLORA"
"","Pulmonaria helvetica Bolliger","5660518","","","","INFOFLORA"
"","Pulmonaria mollis Wulfen ex Hornem.","7958783","","","","INFOFLORA"
"","Pulmonaria montana Lej.","7294673","","","","INFOFLORA"
"","Pulmonaria obscura Dumort.","5439925","","","","INFOFLORA"
"","Pulmonaria officinalis L.","5341204","","","","INFOFLORA"
"","Pulsatilla alpina (L.) Delarbre","7278071","","","","INFOFLORA"
"","Pulsatilla alpina subsp. apiifolia (Scop.) Nyman","6710437","","","","INFOFLORA"
"","Pulsatilla ×bolzanensis Murr","9299708","","","","INFOFLORA"
"","Pulsatilla halleri (All.) Willd.","3929423","","","","INFOFLORA"
"","Pulsatilla montana (Hoppe) Rchb.","7277925","","","","INFOFLORA"
"","Pulsatilla rubra (Lam.) Delarbre","7361164","","","","INFOFLORA"
"","Pulsatilla vernalis (L.) Mill.","3928615","","","","INFOFLORA"
"","Pulsatilla vulgaris Mill.","3033621","","","","INFOFLORA"
"","Punica granatum L.","5420901","","","","INFOFLORA"
"","Puschkinia scilloides Adams","2767428","","","","INFOFLORA"
"","Pyrola chlorantha Sw.","2888276","","","","INFOFLORA"
"","Pyrola media Sw.","2888292","","","","INFOFLORA"
"","Pyrola minor L.","2888272","","","","INFOFLORA"
"","Pyrola rotundifolia L.","2888269","","","","INFOFLORA"
"","Pyrus communis L.","5362573","","","","INFOFLORA"
"","Pyrus nivalis Jacq.","8151172","","","","INFOFLORA"
"","Pyrus pyraster (L.) Burgsd.","5362445","","","","INFOFLORA"
"","Quercus cerris L.","2880580","","","","INFOFLORA"
"","Quercus ilex L.","2879098","","","","INFOFLORA"
"","Quercus petraea (Matt.) Liebl.","2880130","","","","INFOFLORA"
"","Quercus pubescens Willd.","2881283","","","","INFOFLORA"
"","Quercus robur L.","2878688","","","","INFOFLORA"
"","Quercus rubra L.","2880539","","","","INFOFLORA"
"","Radiola linoides Roth","2873844","","","","INFOFLORA"
"","Ramonda myconi (L.) Rchb.","5588846","","","","INFOFLORA"
"","Ranunculus aconitifolius L.","3928139","","","","INFOFLORA"
"","Ranunculus acris L.","3033363","","","","INFOFLORA"
"","Ranunculus acris subsp. friesianus (Jord.) Syme","8007875","","","","INFOFLORA"
"","Ranunculus aduncus Gren. & Godr.","3927788","","","","INFOFLORA"
"","Ranunculus alpestris L.","7277610","","","","INFOFLORA"
"","Ranunculus aquatilis L.","3033464","","","","INFOFLORA"
"","Ranunculus arvensis L.","3033348","","","","INFOFLORA"
"","Ranunculus bilobus Bertol.","3923514","","","","INFOFLORA"
"","Ranunculus breyninus Crantz","3922862","","","","INFOFLORA"
"","Ranunculus bulbosus L.","3033329","","","","INFOFLORA"
"","Ranunculus carinthiacus Hoppe","7276784","","","","INFOFLORA"
"","Ranunculus circinatus Sibth.","3033382","","","","INFOFLORA"
"","Ranunculus confervoides (Fr.) Fr.","3921004","","","","INFOFLORA"
"","Ranunculus ficaria L.","3033351","","","","INFOFLORA"
"","Ranunculus ficaria subsp. fertilis Laegaard","8317680","","","","INFOFLORA"
"","Ranunculus flammula L.","3033312","","","","INFOFLORA"
"","Ranunculus fluitans Lam.","7277865","","","","INFOFLORA"
"","Ranunculus glacialis L.","3033461","","","","INFOFLORA"
"","Ranunculus gramineus L.","3927790","","","","INFOFLORA"
"","Ranunculus hybridus Biria","8280232","","","","INFOFLORA"
"","Ranunculus kuepferi Greuter & Burdet","7277284","","","","INFOFLORA"
"","Ranunculus lanuginosus L.","7826351","","","","INFOFLORA"
"","Ranunculus lingua L.","8310009","","","","INFOFLORA"
"","Ranunculus monspeliacus L.","7276763","","","","INFOFLORA"
"","Ranunculus montanus Willd.","7456960","","","","INFOFLORA"
"","Ranunculus muricatus L.","3033318","","","","INFOFLORA"
"","Ranunculus paludosus Poir.","7966304","","","","INFOFLORA"
"","Ranunculus parnassiifolius L.","7278125","","","","INFOFLORA"
"","Ranunculus parviflorus L.","3033434","","","","INFOFLORA"
"","Ranunculus peltatus Schrank","8365713","","","","INFOFLORA"
"","Ranunculus penicillatus (Dumort.) Bab.","7278019","","","","INFOFLORA"
"","Ranunculus platanifolius L.","3928928","","","","INFOFLORA"
"","Ranunculus ×polyanthemoides Boreau","8207641","","","","INFOFLORA"
"","Ranunculus polyanthemos L.","7277831","","","","INFOFLORA"
"","Ranunculus pygmaeus Wahlenb.","3033446","","","","INFOFLORA"
"","Ranunculus repens L.","3033339","","","","INFOFLORA"
"","Ranunculus reptans L.","6375524","","","","INFOFLORA"
"","Ranunculus rionii Lagger","3926532","","","","INFOFLORA"
"","Ranunculus sardous Crantz","3033483","","","","INFOFLORA"
"","Ranunculus sceleratus L.","3033374","","","","INFOFLORA"
"","Ranunculus seguieri Vill.","7277339","","","","INFOFLORA"
"","Ranunculus serpens Schrank","7277310","","","","INFOFLORA"
"","Ranunculus thora L.","8267750","","","","INFOFLORA"
"","Ranunculus trichophyllus Chaix","3033377","","","","INFOFLORA"
"","Ranunculus tuberosus Lapeyr.","3922138","","","","INFOFLORA"
"","Ranunculus venetus Huter ex Landolt","3921633","","","","INFOFLORA"
"","Ranunculus villarsii DC.","3921456","","","","INFOFLORA"
"","Raphanus raphanistrum L.","3040983","","","","INFOFLORA"
"","Raphanus sativus L.","7678610","","","","INFOFLORA"
"","Rapistrum perenne (L.) All.","5373365","","","","INFOFLORA"
"","Rapistrum rugosum (L.) All.","5373368","","","","INFOFLORA"
"","Rapistrum rugosum subsp. orientale (L.) Arcang.","5373370","","","","INFOFLORA"
"","Reseda lutea L.","3040252","","","","INFOFLORA"
"","Reseda luteola L.","3040251","","","","INFOFLORA"
"","Reseda phyteuma L.","3040253","","","","INFOFLORA"
"","Reynoutria ×bohemica Chrtek & Chrtková","4038485","","","","INFOFLORA"
"","Reynoutria japonica Houtt.","2889173","","","","INFOFLORA"
"","Reynoutria sachalinensis (F.Schmidt) Nakai","2889088","","","","INFOFLORA"
"","Rhamnus alaternus L.","6371424","","","","INFOFLORA"
"","Rhamnus alpina L.","7273705","","","","INFOFLORA"
"","Rhamnus cathartica L.","3039491","","","","INFOFLORA"
"","Rhamnus pumila Turra","3875704","","","","INFOFLORA"
"","Rhamnus saxatilis Jacq.","6371028","","","","INFOFLORA"
"","Rhaponticum coniferum (L.) Greuter","3142200","","","","INFOFLORA"
"","Rheum rhabarbarum L.","2888867","","","","INFOFLORA"
"","Rhinanthus alectorolophus (Scop.) Pollich","3172045","","","","INFOFLORA"
"","Rhinanthus antiquus (Sterneck) Schinz & Thell.","3742873","","","","INFOFLORA"
"","Rhinanthus glacialis Personnat","7333429","","","","INFOFLORA"
"","Rhinanthus minor L.","3172043","","","","INFOFLORA"
"","Rhodiola rosea L.","2985688","","","","INFOFLORA"
"","Rhododendron ferrugineum L.","2883073","","","","INFOFLORA"
"","Rhododendron hirsutum L.","4174017","","","","INFOFLORA"
"","Rhododendron ×intermedium Wender.","7806097","","","","INFOFLORA"
"","Rhodothamnus chamaecistus (L.) Rchb.","5684464","","","","INFOFLORA"
"","Rhus typhina L.","3190538","","","","INFOFLORA"
"","Rhynchospora alba (L.) Vahl","2721119","","","","INFOFLORA"
"","Rhynchospora fusca (L.) W.T.Aiton","8388555","","","","INFOFLORA"
"","Ribes alpinum L.","2986184","","","","INFOFLORA"
"","Ribes aureum Pursh","2986111","","","","INFOFLORA"
"","Ribes nigrum L.","2986192","","","","INFOFLORA"
"","Ribes petraeum Wulfen","2986176","","","","INFOFLORA"
"","Ribes rubrum L.","2986097","","","","INFOFLORA"
"","Ribes sanguineum Pursh","2986130","","","","INFOFLORA"
"","Ribes uva-crispa L.","2986185","","","","INFOFLORA"
"","Ricinus communis L.","5380041","","","","INFOFLORA"
"","Robinia pseudoacacia L.","5352251","","","","INFOFLORA"
"","Rorippa amphibia (L.) Besser","3053201","","","","INFOFLORA"
"","Rorippa anceps (Wahlenb.) Rchb.","3693336","","","","INFOFLORA"
"","Rorippa austriaca (Crantz) Besser","3053406","","","","INFOFLORA"
"","Rorippa palustris (L.) Besser","3053168","","","","INFOFLORA"
"","Rorippa stylosa (Pers.) Mansf. & Rothm.","3053252","","","","INFOFLORA"
"","Rorippa sylvestris (L.) Besser","3053376","","","","INFOFLORA"
"","Rosa abietina Gren.","7914926","","","","INFOFLORA"
"","Rosa agrestis Savi","3002394","","","","INFOFLORA"
"","Rosa arvensis Huds.","3007054","","","","INFOFLORA"
"","Rosa caesia Sm.","3002191","","","","INFOFLORA"
"","Rosa canina L.","3002461","","","","INFOFLORA"
"","Rosa chavinii Rapin","8615501","","","","INFOFLORA"
"","Rosa corymbifera Borkh.","3007783","","","","INFOFLORA"
"","Rosa dumalis Bechst.","3003708","","","","INFOFLORA"
"","Rosa elliptica Tausch","3003248","","","","INFOFLORA"
"","Rosa foetida Herrm.","3006902","","","","INFOFLORA"
"","Rosa gallica L.","3002530","","","","INFOFLORA"
"","Rosa glauca Pourr.","3003709","","","","INFOFLORA"
"","Rosa gremlii (Christ) Gremli","7602666","","","","INFOFLORA"
"","Rosa inodora Fr.","3002258","","","","INFOFLORA"
"","Rosa jundzillii Besser","3004945","","","","INFOFLORA"
"","Rosa majalis Herrm.","3002263","","","","INFOFLORA"
"","Rosa micrantha Borrer ex Sm.","3002154","","","","INFOFLORA"
"","Rosa mollis Sm.","3003048","","","","INFOFLORA"
"","Rosa montana Chaix","8180637","","","","INFOFLORA"
"","Rosa multiflora Thunb.","3003244","","","","INFOFLORA"
"","Rosa obtusifolia Desv.","3005909","","","","INFOFLORA"
"","Rosa pendulina L.","3006974","","","","INFOFLORA"
"","Rosa ×polliniana Spreng.","8167030","","","","INFOFLORA"
"","Rosa pseudoscabriuscula (R.Keller) Henker & G.Schulze","3009199","","","","INFOFLORA"
"","Rosa rhaetica Gremli","3010993","","","","INFOFLORA"
"","Rosa rubiginosa L.","8174785","","","","INFOFLORA"
"","Rosa rugosa Thunb.","3003979","","","","INFOFLORA"
"","Rosa sherardii Davies","3003017","","","","INFOFLORA"
"","Rosa spinosissima L.","3002333","","","","INFOFLORA"
"","Rosa stylosa Desv.","3005325","","","","INFOFLORA"
"","Rosa ×subcanina (H.Crist) R.Keller","7926900","","","","INFOFLORA"
"","Rosa ×subcollina R.Keller","9825588","","","","INFOFLORA"
"","Rosa tomentosa Sm.","7934161","","","","INFOFLORA"
"","Rosa uriensis Lagger & Puget","8514966","","","","INFOFLORA"
"","Rosa villosa L.","3002169","","","","INFOFLORA"
"","Rosa virginiana Mill.","3006137","","","","INFOFLORA"
"","Rosmarinus officinalis L.","2926634","","","","INFOFLORA"
"","Rostraria cristata (L.) Tzvelev","5289906","","","","INFOFLORA"
"","Rubia peregrina L.","2892347","","","","INFOFLORA"
"","Rubia tinctorum L.","2892272","","","","INFOFLORA"
"","Rubus adelphicus G.Braun","2993954","","","","INFOFLORA"
"","Rubus albiflorus Boulay & Lucand","2992637","","","","INFOFLORA"
"","Rubus armeniacus Focke","2996525","","","","INFOFLORA"
"","Rubus bertramii G.Braun ex Focke","2994551","","","","INFOFLORA"
"","Rubus bifrons Vest ex Tratt.","2995779","","","","INFOFLORA"
"","Rubus bregutiensis A.Kern. ex Focke","2993791","","","","INFOFLORA"
"","Rubus caesius L.","2995209","","","","INFOFLORA"
"","Rubus canescens A.DC.","2991626","","","","INFOFLORA"
"","Rubus cinerascens Weihe ex Lej. & Courtois","2995861","","","","INFOFLORA"
"","Rubus foliosus Weihe","7880586","","","","INFOFLORA"
"","Rubus glandulosus Sm.","8200282","","","","INFOFLORA"
"","Rubus godronii Lecoq & Lamotte","2995413","","","","INFOFLORA"
"","Rubus gothicus Frid. & Gelert","2994414","","","","INFOFLORA"
"","Rubus grabowskii Weihe ex Günther, Grab. & Wimm.","8181078","","","","INFOFLORA"
"","Rubus gremlii Focke","7815706","","","","INFOFLORA"
"","Rubus hirtus Hegetschw.","7950162","","","","INFOFLORA"
"","Rubus hirtus Waldst. & Kit.","2989697","","","","INFOFLORA"
"","Rubus hystrix Weihe","2991330","","","","INFOFLORA"
"","Rubus idaeus L.","2993094","","","","INFOFLORA"
"","Rubus laciniatus Willd.","2992543","","","","INFOFLORA"
"","Rubus landoltii H.E.Weber","2999279","","","","INFOFLORA"
"","Rubus macrophyllus Weihe","2991019","","","","INFOFLORA"
"","Rubus macrostemonides Fritsch","2990343","","","","INFOFLORA"
"","Rubus mercieri Genev.","2998663","","","","INFOFLORA"
"","Rubus montanus Lib. ex Lej.","7786853","","","","INFOFLORA"
"","Rubus nessensis Hall","2994822","","","","INFOFLORA"
"","Rubus obtusangulus Gremli","2997666","","","","INFOFLORA"
"","Rubus odoratus L.","2994912","","","","INFOFLORA"
"","Rubus parviflorus Nutt.","2989557","","","","INFOFLORA"
"","Rubus pedemontanus Pinkw.","2993054","","","","INFOFLORA"
"","Rubus phoenicolasius Maxim.","2995149","","","","INFOFLORA"
"","Rubus plicatus Weihe & Nees","2990412","","","","INFOFLORA"
"","Rubus praecox Bertol.","8019170","","","","INFOFLORA"
"","Rubus pseudopsis Gremli","7505089","","","","INFOFLORA"
"","Rubus radula Weihe","7550643","","","","INFOFLORA"
"","Rubus rhombicus H.E.Weber","2999070","","","","INFOFLORA"
"","Rubus royeri Ferrez","10882412","","","","INFOFLORA"
"","Rubus rudis Weihe","7621087","","","","INFOFLORA"
"","Rubus saltuum Focke ex Gremli","2990614","","","","INFOFLORA"
"","Rubus saxatilis L.","2992808","","","","INFOFLORA"
"","Rubus sprengelii Weihe","2990014","","","","INFOFLORA"
"","Rubus sulcatus Vest","7565460","","","","INFOFLORA"
"","Rubus ulmifolius Schott","2996929","","","","INFOFLORA"
"","Rubus vestitus Weihe","8289268","","","","INFOFLORA"
"","Rubus villarsianus Focke ex Gremli","7572824","","","","INFOFLORA"
"","Rudbeckia hirta L.","3114225","","","","INFOFLORA"
"","Rudbeckia laciniata L.","3114229","","","","INFOFLORA"
"","Rumex acetosa L.","2888951","","","","INFOFLORA"
"","Rumex acetosella L.","2888995","","","","INFOFLORA"
"","Rumex alpestris Jacq.","6391634","","","","INFOFLORA"
"","Rumex alpinus L.","2888948","","","","INFOFLORA"
"","Rumex aquaticus L.","2888992","","","","INFOFLORA"
"","Rumex conglomeratus Murray","2888963","","","","INFOFLORA"
"","Rumex crispus L.","8195144","","","","INFOFLORA"
"","Rumex hydrolapathum (Scop.) Huds.","7291247","","","","INFOFLORA"
"","Rumex longifolius DC.","2888946","","","","INFOFLORA"
"","Rumex maritimus L.","2888980","","","","INFOFLORA"
"","Rumex nivalis Hegetschw.","4037955","","","","INFOFLORA"
"","Rumex obtusifolius L.","2889011","","","","INFOFLORA"
"","Rumex palustris Sm.","4037603","","","","INFOFLORA"
"","Rumex patientia L.","2889019","","","","INFOFLORA"
"","Rumex ×pratensis Mert. & W.D.J.Koch","2889035","","","","INFOFLORA"
"","Rumex pulcher L.","2888978","","","","INFOFLORA"
"","Rumex sanguineus L.","2888960","","","","INFOFLORA"
"","Rumex scutatus L.","2888961","","","","INFOFLORA"
"","Rumex thyrsiflorus Fingerh.","6391417","","","","INFOFLORA"
"","Ruscus aculeatus L.","2769766","","","","INFOFLORA"
"","Ruta graveolens L.","3190382","","","","INFOFLORA"
"","Sabulina basaltica B.S.Legler","9622532","","","","INFOFLORA"
"","Sabulina mediterranea (Ledeb. ex Link) Rchb.","5587011","","","","INFOFLORA"
"","Sabulina verna (L.) Rchb.","8074997","","","","INFOFLORA"
"","Sagina apetala Ard.","8941837","","","","INFOFLORA"
"","Sagina glabra (Willd.) Fenzl","3808825","","","","INFOFLORA"
"","Sagina micropetala Rauschert","3808928","","","","INFOFLORA"
"","Sagina nodosa (L.) Fenzl","3085388","","","","INFOFLORA"
"","Sagina procumbens L.","3085402","","","","INFOFLORA"
"","Sagina saginoides (L.) Karst.","7952995","","","","INFOFLORA"
"","Sagittaria latifolia Willd.","5328909","","","","INFOFLORA"
"","Sagittaria platyphylla (Engelm.) J.G.Sm.","5329007","","","","INFOFLORA"
"","Sagittaria sagittifolia L.","5328882","","","","INFOFLORA"
"","Salix alba L.","5372513","","","","INFOFLORA"
"","Salix alpina Scop.","7698834","","","","INFOFLORA"
"","Salix apennina A.K.Skvortsov","5583245","","","","INFOFLORA"
"","Salix appendiculata Vill.","5583213","","","","INFOFLORA"
"","Salix arenaria L.","7490777","","","","INFOFLORA"
"","Salix aurita L.","5372876","","","","INFOFLORA"
"","Salix babylonica L.","5372639","","","","INFOFLORA"
"","Salix bicolor Willd. ex Flod.","8010771","","","","INFOFLORA"
"","Salix breviserrata Flod.","7266834","","","","INFOFLORA"
"","Salix caesia Vill.","7266795","","","","INFOFLORA"
"","Salix caprea L.","5372952","","","","INFOFLORA"
"","Salix cinerea L.","5372605","","","","INFOFLORA"
"","Salix daphnoides Vill.","9153437","","","","INFOFLORA"
"","Salix elaeagnos Scop.","5582947","","","","INFOFLORA"
"","Salix foetida Schleich. ex DC.","7694870","","","","INFOFLORA"
"","Salix fragilis L.","5372829","","","","INFOFLORA"
"","Salix glabra Scop.","5583850","","","","INFOFLORA"
"","Salix glaucosericea Flod.","5583310","","","","INFOFLORA"
"","Salix hastata L.","5372554","","","","INFOFLORA"
"","Salix hegetschweileri Heer","8185401","","","","INFOFLORA"
"","Salix helvetica Vill.","5582710","","","","INFOFLORA"
"","Salix herbacea L.","5373083","","","","INFOFLORA"
"","Salix laggeri Wimm.","5583211","","","","INFOFLORA"
"","Salix myrsinifolia Salisb.","5372875","","","","INFOFLORA"
"","Salix myrtilloides L.","7482782","","","","INFOFLORA"
"","Salix pentandra L.","5372647","","","","INFOFLORA"
"","Salix purpurea L.","5372800","","","","INFOFLORA"
"","Salix repens L.","9148812","","","","INFOFLORA"
"","Salix reticulata L.","5372693","","","","INFOFLORA"
"","Salix retusa L.","8119241","","","","INFOFLORA"
"","Salix rosmarinifolia L.","7104059","","","","INFOFLORA"
"","Salix ×sepulcralis Simonk.","5373037","","","","INFOFLORA"
"","Salix serpillifolia Scop.","5581905","","","","INFOFLORA"
"","Salix starkeana Willd.","7266759","","","","INFOFLORA"
"","Salix triandra L.","7103891","","","","INFOFLORA"
"","Salix viminalis L.","5372933","","","","INFOFLORA"
"","Salix waldsteiniana Willd.","5583602","","","","INFOFLORA"
"","Salpichroa origanifolia (Lam.) Baill.","2928796","","","","INFOFLORA"
"","Salsola tragus L.","3083945","","","","INFOFLORA"
"","Salvia aethiopis L.","2927030","","","","INFOFLORA"
"","Salvia glutinosa L.","2927026","","","","INFOFLORA"
"","Salvia officinalis L.","2927004","","","","INFOFLORA"
"","Salvia pratensis L.","2927007","","","","INFOFLORA"
"","Salvia sclarea L.","2927000","","","","INFOFLORA"
"","Salvia ×sylvestris L.","2926990","","","","INFOFLORA"
"","Salvia verbenaca L.","6409706","","","","INFOFLORA"
"","Salvia verticillata L.","2926995","","","","INFOFLORA"
"","Salvinia natans (L.) All.","5274858","","","","INFOFLORA"
"","Sambucus ebulus L.","2888722","","","","INFOFLORA"
"","Sambucus nigra L.","2888728","","","","INFOFLORA"
"","Sambucus racemosa L.","2888723","","","","INFOFLORA"
"","Samolus valerandi L.","3169313","","","","INFOFLORA"
"","Sanguisorba dodecandra Moretti","3029701","","","","INFOFLORA"
"","Sanguisorba minor Scop.","3029430","","","","INFOFLORA"
"","Sanguisorba minor subsp. polygama (Waldst. & Kit.) Holub","7731277","","","","INFOFLORA"
"","Sanguisorba officinalis L.","3029627","","","","INFOFLORA"
"","Sanicula europaea L.","6027128","","","","INFOFLORA"
"","Santolina chamaecyparissus L.","3125933","","","","INFOFLORA"
"","Saponaria lutea L.","3812402","","","","INFOFLORA"
"","Saponaria ocymoides L.","3085357","","","","INFOFLORA"
"","Saponaria officinalis L.","3085360","","","","INFOFLORA"
"","Sarracenia purpurea L.","5421389","","","","INFOFLORA"
"","Satureja hortensis L.","2926885","","","","INFOFLORA"
"","Satureja montana L.","2926884","","","","INFOFLORA"
"","Saururus cernuus L.","5384932","","","","INFOFLORA"
"","Saussurea alpina (L.) DC.","5404542","","","","INFOFLORA"
"","Saussurea alpina subsp. depressa (Gren.) Nyman","6076623","","","","INFOFLORA"
"","Saussurea discolor (Willd.) DC.","5404465","","","","INFOFLORA"
"","Saxifraga adscendens L.","3032719","","","","INFOFLORA"
"","Saxifraga aizoides L.","8165236","","","","INFOFLORA"
"","Saxifraga androsacea L.","3753798","","","","INFOFLORA"
"","Saxifraga aphylla Sternb.","7456530","","","","INFOFLORA"
"","Saxifraga aspera L.","7339334","","","","INFOFLORA"
"","Saxifraga biflora All.","7646635","","","","INFOFLORA"
"","Saxifraga bryoides L.","3755523","","","","INFOFLORA"
"","Saxifraga bulbifera L.","3752458","","","","INFOFLORA"
"","Saxifraga caesia L.","3752673","","","","INFOFLORA"
"","Saxifraga cernua L.","3032869","","","","INFOFLORA"
"","Saxifraga cotyledon L.","3753330","","","","INFOFLORA"
"","Saxifraga cuneifolia L.","7663587","","","","INFOFLORA"
"","Saxifraga diapensioides Bellardi","8354814","","","","INFOFLORA"
"","Saxifraga exarata subsp. moschata (Wulfen) Cavill.","8376021","","","","INFOFLORA"
"","Saxifraga exarata Vill.","7339532","","","","INFOFLORA"
"","Saxifraga granulata L.","7887000","","","","INFOFLORA"
"","Saxifraga hirculus L.","3032811","","","","INFOFLORA"
"","Saxifraga hirsuta L.","3032748","","","","INFOFLORA"
"","Saxifraga hostii Tausch","3755568","","","","INFOFLORA"
"","Saxifraga hypnoides L.","8028512","","","","INFOFLORA"
"","Saxifraga ×kochii Hornung","3754505","","","","INFOFLORA"
"","Saxifraga moschata Wulfen","7339580","","","","INFOFLORA"
"","Saxifraga muscoides All.","7451673","","","","INFOFLORA"
"","Saxifraga mutata L.","3752655","","","","INFOFLORA"
"","Saxifraga oppositifolia L.","8353146","","","","INFOFLORA"
"","Saxifraga paniculata Mill.","3032837","","","","INFOFLORA"
"","Saxifraga petraea L.","7562610","","","","INFOFLORA"
"","Saxifraga presolanensis Engl.","3752513","","","","INFOFLORA"
"","Saxifraga retusa Gouan","7702195","","","","INFOFLORA"
"","Saxifraga rosacea Moench","3032758","","","","INFOFLORA"
"","Saxifraga rotundifolia L.","7339396","","","","INFOFLORA"
"","Saxifraga sedoides L.","7671112","","","","INFOFLORA"
"","Saxifraga seguieri Spreng.","3753427","","","","INFOFLORA"
"","Saxifraga stellaris L.","3032808","","","","INFOFLORA"
"","Saxifraga stolonifera Meerb.","8062061","","","","INFOFLORA"
"","Saxifraga tridactylites L.","3032833","","","","INFOFLORA"
"","Saxifraga umbrosa L.","3032812","","","","INFOFLORA"
"","Saxifraga vandelii Sternb.","7696569","","","","INFOFLORA"
"","Scabiosa canescens Waldst. & Kit.","4102834","","","","INFOFLORA"
"","Scabiosa columbaria L.","2888802","","","","INFOFLORA"
"","Scabiosa lucida Vill.","7475424","","","","INFOFLORA"
"","Scabiosa ochroleuca L.","2888806","","","","INFOFLORA"
"","Scabiosa taygetea Boiss. & Heldr.","7301098","","","","INFOFLORA"
"","Scabiosa triandra L.","7301083","","","","INFOFLORA"
"","Scabiosa velenovskiana Bobrov","4103429","","","","INFOFLORA"
"","Scabiosa vestina Facchini ex W.D.J.Koch","4103383","","","","INFOFLORA"
"","Scandix pecten-veneris L.","3034233","","","","INFOFLORA"
"","Scandix pecten-veneris subsp. hispanica (Boiss.) Bonnier & Layens","7947253","","","","INFOFLORA"
"","Sceptridium multifidum (S.G.Gmel.) M.Nishida ex Tagawa","7321468","","","","INFOFLORA"
"","Scheuchzeria palustris L.","2865260","","","","INFOFLORA"
